Wehrmacht	ver-mákt
North	norsz
North American	norsz ömeriken
North Foreland	norsz fórlend
North Miami Beach High Schoolba	norsz májámi bícs hájszkúlba
Northumbria	nortumbrija
Northwestern	norszvesztern
Nosferatu	noszferátu
Nostra	nosztra
Notionnál	nócijonnál
Notley	nótli
Noton	nótön
Notorious Jumping Frog	notóriösz dzsámping fróg
Notre Dame	notre dám
Notre-Dame	not-re dám
Nottinghamshire	nátingemsír
Nova	nóva
Nova Scotia	nóva szkósa
Novae	nóve
Novarum	novárum
Novell	návöl
Novgorod	nov-gorod
Novibazari	novi bázári
Novikov	novi-kov
Novocaint	novokaint
Noxiousról	noksziuszról
NPL	enpéel
NPR	enerpí
NSDAP	en-esz-dé-á-pé
NSZK	eneszká
Nulandot	nálöndot
Numidia	numídija
Nuorteva	nörtevá
Nuova Antologiá	nuóvá ántolodzsíjá
Nursiai	nurszijai
NUWC	en ú duplavé cé
Nyarlathotep	nyarla-totep
Nyartathotep	nyarla-totep
Nyikolaj Rerih	nyikoláj rerik
Nyikolajenko	nyikolajenkó
Nyugat-Hemisphere	nyugat hempsőr
Oaklandbe	óklendbe
Oath Keepers	ósz-kípörsz
Obama	o-bama
Obamacare	o-bamaker
Ober	óber
Oberlin	óberlin
Oberschaarführer	óbersár-fűrer
Oberschaarluhrer Mussfeld	óbersár-fűrer müszfeld
Obersturmführer	óbersturm-fűrer
Obert	óbert
Obrenovic	obrenovics
Observatory	obszőrvötri
Observer	obszerver
Ocasio-Cortez	okászió kortez
Occam	okkám
Occator	okkátor
Ocskay	ocskai
Octaviának	oktávijának
Octavianusé	oktávijánuszé
Octavianusszal	oktávijánusszal
Octaviat	oktáviját
Octaviát	oktáviját
Oculus	okulusz
ODESSA	odessza
Odesszában	odesszában
Odilo	ódiló
Odon	ódon
OECD	ó-etcédé
Offa	offá
Office	ofisz
Ofonius Tigellinus	ofónijusz tigellinusz
Ogulnia	ogulnija
Ohnfhunn	ónfún
Ohrana	orana
Ohranát	oranát
Oise	oászi
OKH	ókáhá
Oklahoma	oklahóma
Oklahoma City	oklahóma sziti
OKW	ókávé
OLAF	o-laf
Olaf Stapledon	o-laf sztépöldon
Olathoe	ulátue
Olathoét	ulátuét???
Olav Tryggvason	oláv trüggvászon
Olga Belogolova	olga beládzsolová
Olivan	oliven
Olivarez	oli-várez
Olive Streeten	olív sztríten
Oliver Cromwell	oliver-króm-vell
Oliver Cromwellt	oliver krónvellt
Olivia	olivia
Olney	ólni
Oloon Yjeet	olún üdzsít
Oltacnek	olteknek
Olympiát	olimpiját
Omaha	oma-ha
Omar Bradley	omár bredli
Omoneus	omoneusz
Onavo	onávó
Onaz	onász
Oneida Parkba	onejda park
Ontario	ontárió
Oolon Calluphid	úlon kálufid
Oolon Colluphid	úlon kálufid
Oolon Coluphid	úlon kálufid
Oonai	únaji
Ooth-Nargai	út nárgát
Ooth-Nargat	út nárgát
Opellius Macrinus	opellijusz mákrinusz
Open Graph	ópen gráf
Ophir	ofír
Opole	opol
Oppeln	ópeln
Oppenheimer	oppen-hejmer
Optimálóban	optimálóban
Optimisia	optimíszija
Optimus	optimusz
Ora et labora!	órá et lábórá
Orange Pointnál	orindzs pojintnál
Oranje	oranzs
Orban Suess	orbán zűsz
Ordnung muss sein	órdnung mussz zájn
Oregon	ore-gon
Orenda	órenda
Oreodon	ore-odon
Oreste	oreszte
Oresté	oreszté
Orestes	oresztész
Oriab	orijáb
Oriens	oriensz
Orinoco	ori-nokó
Orlando	orlandó
Orlans	órlinsz
Orne	órn
Oroszorágra	orosz-országa
Orpingtomiak	orping-torniak
Orpington	orpington
Orpmgtonra	orpingtonra
Orrin Hatch	orin hecs
Orsay	Orsze
Orseolo	orzeoló
Orsinikat	orszínikat
Orsova	orszova
Orwell	orvel
Orzel	orzel
Oscar	oszkár
Oscar Wilde	oszkár vájld
OSF	óeszeff
Osiris	ozírisz
Oslóban	oszlóban
Oslónál	oszlónál
Oslót	oszlót
Osóbka-Morawski	oszóbka morávszki
Osowiec-Twierdza	oszovjec tvye-erdzá
OSPEDALE DELLA MISERICORDIA	oszpedále dellá mizerikórdijá
Ossabaw	osszábó
Ostenburg	ósztenburg
Ostendétől	ósztendétől
Ostennek	ósztennek
Ostia	ósztija
Ostiának	ósztijának
Ostiát	ósztiját
Ostmark	ósztmárk
Ostriker	ösztríker
Oswiecimban	oszvícimban
Othello	otelló
OTP	ótépé
OTSZ	ótéesz
Ottavio	ottávió
Otto	ottó
Otto Colonnát	ottó kolonnát
Otto Hahn	ottó hán
Otto Skorzeny	ottó skorzeny
Ottonianum	ottománijum
Oughta Know	ótta nó
Ouistreham	uísztréám
Oukranos	úkránosz
Overlord	óverlord
Oversight Board	óverszájt bórd
Overstock	óversztok
Owing Mills	óving millsz
Oxford	okszford
Oxuson	okszászon
Oyster Baron	ójszter bárón
Ozone Company	ózon kámpöni
Ozora	ozo-ra
Paasikivi	pászikivi
Pablo Picasso	pábló pikásszó
Pabodi	pábodi
Pabodienek	pábodínek
PAC	píéjcí
Pace Barnes	pész bárnsz
Pacis Augustae	pátcisz auguszté
Packard	pákárd
Packardban	pákárdban
Packardját	pákárdját
Paddy Kingsiandnek	pedi kingszijendnek
Padilla	pádíjja
Padova	pad-ova
Padrone	párdóne
Padus	pádusz
Paege	pídzs
Pagaszi	págászi
Page	péjdzs
PAGEO	págeó
Paget	pedzset
Pahlavi	pálávi
Pain	péjn
Paine	pen
Paitak	pájták
Paix	peksz
Palacky	palatzki
Palatinus	plácinusz
Palazzo	páláddzó
Palazzo Vecchio	páládzó vekkijó
Palazzo Venezia	páládzzó venezijá
Palazzo Veneziában	páláddzó venezijában
Palestinian Society	pálesztínien szoszájöti
Paliscsev Borba	palicsev bor-ba
Pallas	pállász
Pallavicini Sforza	páláviccsíni szfortza
Palmettó	pálmettó
Palo	páló
Palomar	pálomár
Palos	pálosz
Paltonnle	páltónl
Pamet	pemet
Pamhez	pemhez
Pamplona	pamplóna
Pancho Villának	páncsó víjjának
Pancsa Sil	páncsá szíl
Pandzsab	pándzsáb
panem et circenses	pánem et circenzisz
Pang	páng
Pankaj Mishra	pánkáj misrá
Panmindzson	pánmin-dzson
Pannonfában	pannon-fában
Pannonia	pannónia
Pannoniába	pannónijába
Pannonián	pannóniján
Pannoniát	pannóniját
Pannonius	pannónijusz
Panormoszt	panormoszt
Pansa	pánzá
Pansel	penzel
Pantheoh	pánsző
Pantheon	pant-eón
Panther	pánter
Pantikapaion	pántikápájjon
Pantokrator	pántokátor
Panzer	pántcer
Panzerhadosztályokat	páncer hadosztályokat
Papagosz	pápágosz
Papen	pápen
Paradeiser	párádízer
Paraguay	párágváj
Parakilas	párákilász
Paranoid Android	para-noid and-roid
Parcell	párszel
Parentalia	páretálija
Parikh	parikh
Parisz	párisz
Park	párk
Parksnak	páksznak
Parlamentum Runnymeade	párlámentum runiméd
Parler	párlör
Parmageddon	parma-geddon
Parmát	pármát
Parmenión	pármenijón
Parosz	párosz
Parricida	páricída
Parscale	párszkél
Parsifal	párszifál
Parsons	párszonsz
Parsonsszal	párszonsz-szal
Parsonst	párszonszt
Parthenon	párt-enón
Parthenosz	pártenosz
Parthia	pártija
Parthosz	pártosz
Parthus	pártus
Partium	partzijum
Partners	pártnörsz
Parton Vellmore	párton vellmór
Party	párti
Pasde	páz-de
Paska	pas-ka
Paso Club	pázó klub
Passchendaelét	pesöndélt
Passierschein	pásszír-sájn
Pasta Fasta	pásztá fásztá
Pasteur	pásztőr
Paszargadai	paszargadai
Pataliputra	pátáli-pútrá
Patet	pátet
Pathfinder	pász-fájnder
Patmosz	pátmosz
Patrasz	pátrász
Patria	pátrija
Patrick	petrik
Patriotów	pário-tóv
Patriots	péjtrijotsz
Pátzay	pácaji
Pául	pól
Paul Copan	pól kopen
Paul Grewal	pól grivál
Paul Krugman	pól krúgman
Paul Ryan	pól rájön
Paula	pau-la
Paula Harper	póla hárpör
Paula Nancy Millstone Jenningsszel	póla nenszi milsztón dzseningsz-szel
Pauli	pau-li
Paulus	pau-lusz
Paulus Diaconus Langobardok	pau-lusz dijákónusz longo-bárdok
Pauszaniasz	pauszánijász
Pauszaniász	pauszánijász
Pavelic	pávelics
Pavia	pávia
Paviába	pávijába
Pavle	pávl
Pavlov	pav-lov
Pavlova	pav-lova
Paxton	pákszton
Pazmaneumot	pázmáneumot
Pazzi	pádzi
Pazzo	pádzó
PC	pétcé
Peabody	píbádi
Peachtree	pícstrí
Peak	pík
Pearl	pőrl
Pearl Harbor	pörl hárbor
Pearl Harbournál	pörl hárbörnél
Pearl Harbournél	pörl hárbörnél
Pearlcorder	pőrl-korder
Pearsall	pörszál
Peary	píri
Peaslee	pázlí
Peckman	pekk-men
Pecknek	pekknek
Pecunia non olet	pekúnijá non ólet
Pedro Canahuati	pedró kánáhóti
Pedro Lasso	pedró lásszó
Peenemünde	pénemünde
Peenemündében	pénemündében
Peiraeiust	pejrá-ejjuszt
Peiraieusz	pejrá-ejjusz
Peirse	persz
Peking	pek-ing
Pella	pellá
Pelmanism	pelmönizm
Pelopidasz	pelopidász
Peloponnészosz	peloponészosz
Pelosi	pelószi
PEMBRY	pembri
PEN	pen
Penates	penátesz
Pence	pensz
Pendar	pendár
Pendergast	pender-gászt
Penguiii Books	pengví búksz
Penn Quarterben	penn kvótörben
Pennsylvania	penszil-vánia
Pennsylvaniá	penszilvánijá
Pennsylvania Avenue	penszilvánia evönyú
Penrose	penróz
Pent	pent
Pentateuchus	pentá-teukusz
Pepto-Bismol	peptó-biszmol
Percocet	perkoszet
Percy Loraine	pörszi loréjn
Perdikkasz	perdikász
Perea	per-eá
Pereme Étteremben	per-eme étteremben
Peres	presz
Peri	peri
Périer	périjé
Perko	perkó
Péronne	pérón
Perouse	peröüz
Perseidák	perze-idák
Persephoné	perszefóné
Persius	perziusz
Perszephonénak	persze-fonénak
Pertav	pertav
Perthbe	pertbe
Pertinax	pertináksz
Pesarónál	pezárónál
Peschiera	peszkijerrá
Pesztyel	pesz-tyel
Pétain	pöten
Petar	petát
Petard	petárd
Peter	pítör
Péter Hochbichler	péter hóh-bihler
Peter Jennings	pítör dzseningsz
Peter Porter	Pítör portör
Peter Richardson	pítör ricsárdszon
Peter Thiel	pítör szíl
Peters	pítörsz
Petersfieldig	pítörszfíldig
Peterson	pítörszon
Petit Larousse	pötí lárúsz
Petrarca	petrarka
Petre	petr
Petre Bagratyioni	petre bágrácijóni
Petrie	pet-ri
Petronius	petrónijusz
Petru Aron	petru áron
Petsamo	petszámó
Petsamót	peccámót
Petsamóval	peccámóval
Petschnig	petsnig
Pevensey	pevönzi
Peyer	pejjer
Pfalzot	fálcot
Pfizer	fájzör
PFSZ	pé-eff-esz
Phaedrus	fédrusz
Phandeeyar	fándíjör
Phantom	fantom
Pharisees	fárisze-esz
Pharon	fáron
Pharosz	fárosz
Pharszalosz	fárszálosz
Pheidiasz	fejidijász
Pheidiász	fejidijász
Philadelphia	filadelfia
Philadelphosz	filádelfosz
Philip	filip
Philip Dent	filip dent
Philip Deodat	filip diódát
Philip Fernbach	filip fern-bach
Philipp Scheidemann	filip sáj-de-man
Philippi	filippi
Philipposz	filipposz
Phillip Morrison	filip morisz
Phillips	filipsz
Phillips Exeter	filipsz exötőr
Philnek	fill-nek
Philo	fílo
Philogenes	filogenész
Philokratész	filokrátész
Philon	fílon
Philopatór	filopátór
Philopator Philometor Caesar	filopátosz filometor tcézár
Philosophia Naturalis Principia Mathematica	filozófiá náturálisz printcípiá mátemátiká
Philosophical	filozofiköl
Philosophy	filozofi
Philótasz	filótász
Phipps	fippsz
Phlegethon	flegetön
Phlegon	flegon
Phliasz	fílász
Phoenixben	főnikszben
Phókisszal	fókisszal
Phókisz	fókisz
Phone-Mate	fón-méjt
Photo Address	foto ödressz
Phrünikhosz	frűnikosz
Phyllis	filisz
Phyllist	fíliszt
Physica Scripta	fizíká szkriptá
Physical Review	fiziköl rivjú
Piacenza	pijászendzá
Piast	pijászt
Piavéig	pijávéjig
Piazza	pijázzá
Picadilly Circuson	pikádíli szörkösz
Picasso	pikásszó
Piccolomini	pikolomíni
Picenumnál	picénumnál
Pichai	picsáj
Pick Szeged	pikk szeged
Pickford	pik-ford
Pickman	pikmen
Pictet	piktet
Pictor	piktor
Pieipont Langley	plejpon lengli
Pier	pír
Piercc Arrow	pírsz eró
Pierce	pírsz
Pieró	pijero
Piero Falcione	pijeró fálcsóne
Pierpont Morgan	pírpont morgen
Pierre Auger Cosmic	pijer au-ger kozmik
Pierre Curie	pijer kürí
Pierre Guzman	pijer guzmen
Pierre Laval	pijer lávál
Pierre Ramond	pijer rémond
Pierre Simon	pijer szájmon
Pierre-Joseph Proudhon	pijer-zsozef prudon
Pierre-Louis Montagny	pijer lujíz montányí
Pierson	pírszon
Pikul	píkul
Pilastrino	pilásztrínó
Pilch	pilcs
Pilcher	pilcser
Pillnitzben	pilnitzben
Pilot	pájlot
Pilsudski	pilszudszki
PIN	pin
Pinang	pináng
Pinckney Tuck	pinkni tákk
Pingpong	ping-pong
Pinochet	pinocset
Pinsky Dante	pinszki dán-te
Pinta	pintá
Pippin	pippin
Pireusz	píreusz
Piri Mehmed	piri meh-med
Pisában	pízában
Pisa-Rimini	píza rimini
Pisát	pízát
Pisától	pízától
Piscatorium	piszkátórijum
Pitagorasz	pitágórász
Pitman	pit-men
Pitt	pitt
Pitti	pitti
Pittsburgh	pitcbörg
Pius	pijusz
Piust	piuszt
Pixar Stúdiós	pikszár sztúdijósz
Pixel	pikszel
Placentia	plácentijá
Plambeck	plembekk
Planck	plankk
Plank	plankk
Plantagenet	plántádzsenet
Plassey	plász-szi
Plata	plátá
Platt	plátt
Players Club	pléjersz klub
Pleiades Zeta	plejádesz zéta
Pleiades Zéta	plejádesz zéta
Plevennel	plévennel
Pliniusnak Traianus	plínijusznak trájánusz
Plum	plúm
Plutó	plútó
Plymouth	plájmáusz
PM	péem
Pnath	pnát
Pnoth	pnót
Pnüxön	pnükszön
Podolszki	podolszki
Poetilia	potílija
Poincaré	poán-káré
Poisson-Laplace	poászon-láplász
Poitiers	poá-tyijé
Pola	pólá
Polaroid	pola-rojid
Policefax	poliszfeksz
Polignac	polignátz
Political Development	politikál divelopment
Politics Watchdog	politiksz vacsdog
Polk	pollk
Polkinghorne	polking-horn
Pollard	polárd
Pollygrino	poligrinnó
Pollyphill	polifíl
Polock	polák
Pombal	pom-bál
Pompadour	pomp-ádúr
Pompeius	pompejjusz
Pompeius Magnus	pompejjusz mágnusz
Pompeiust	pompejjuszt
Pompidout	pompádú
Pompilius	pompílijusz
Poncius	pontciusz pilát
Poniatowski	pony-tovszki
Ponsonby	pánszönbi
Ponte	pon-te
Pontius Pilate	pontciusz pilát
Pontius Pilatus	poncijusz pilátusz
Ponza	pondza
Poople	pípöl
Popilius	popíliusz
Poppaea Sabinát	poppea szabinát
Populonia	populónija
Populus Romanust	populusz románuszt
Porcellino	porcsellínó
Porco	porkó
Porfirio Díaz	porfírijó diáz
Porsenna	porszenna
Porsennának	porszen-nának
Port Darwinba	port dárvinba
Portal	portál
Portalnak	portálnak
Portland	port-lend
Portlandből	portlendből
Portlandig	portlendig
Portlandtől	portlendtől
Porto Torres	portó torresz
Portsmouth	portsz-máusz
Posent	pozent
Post	pószt
Postai Telegraph	postai telegráf
Post-Dispatch	poszt diszpecs
post-truth	poszt csrúsz
Postumus	posztumusz
Poteidaia	potjdájjá
Poteidaiába	potejrájjába
Poteidaiát	potejdájját
Potheniosz	poteniosz
Potiorek	potjorek
Potomac	potomek
Potsdam	potszdám
Potsdamba	potsz-dámba
Potsdamban	potszdámban
Potter Gerard	potter dzserárd
Potters	pottersz
Poul Anderson	pól enderszon
Pound	páund
Pour	púr
Power	páoör
Power Company	páoör kámpöni
Powers	pávörsz
Pownall	pónáll
Poznan	poznán
Pozzallo	poddzáló
PR	píár
Prada	prádá
Prága	prága
Prágát	prágát
Pragmatica	pragma-tika
Pragmatica Sanctió	pragmatika szankció
Praxibetel	prakszi-betel
Predatorokat	predátorokat
Prefectéről	perfektéről
Preliumtam	prelijumtám
Preliumtarn	prelijumtám
Premarin	prem-arin
Premysldinasztia	premiszül dinasztija
Prevert	prevert
Prévost	prévó
Price	prájsz
Price Religions	prájsz rilidzsönz
Priebke	príbke
Prien	prín
Primack	pri-mek
Primavera	primávérá
Primaverá	primávérá
Primo	prímó
Prince Edward	prinsz edvárd
Princeton	prinszton junivörziti
Princeton University	prinszton junivörziti
Princetoni	prinsztoni
Principe	prinszíp
Principia	printcípia
Priscilla	priszilla
Pritchettnek	pricsetnek
Proceedings	proszídingsz
Procter	proktör
Procula	pro-kula
Production Board	prodáksön bórd
Professor	professzor
Professzor	professzor
Project	prádzsekt
Project Rainbow	prodzsekt réjnbó
Proklamationen	proklámácijónen
Prokópiosz	prokópijosz
Prónay	prónaji
Propertiust	propercijuszt
Propülaiát	probűlájját
Propulsion Company	propálzsön kámpöni
Prose Poem	próz poem
Prospect Park	proszpekt párk
Prostatikus	prosztatikusz
Prótagorasz	protágórász
Proud Boys	práud bojsz
Provence	provensz
Providence	providensz
Proxima Centauri	prokszima kentauri
Prozac	prozák
Prozess	processz
Prsemysl Ottokár	premiszül ottokár
Prut	prút
Przemysl	premiszül
Przeworski	przsevoszki
PSR	péeszer
Psychiatry	pszihietri
Psychiatryban	pszihijötriben
Pszich	pszíh
pszicho	psziho
Pszkov	peszkov
Ptolemaiosz	ptolemájjosz
Ptolemaioszokkal	ptolemájjoszokkal
Ptolemaioszoknak	ptolemájjoszoknak
Ptolemaioszoknál	ptolemájjoszoknál
Ptolemaiszok	ptolemájjoszok
Public Affairst	páblik öfferzt
Public Library	páblik lájbröri
Publius	publijusz
Publius Quinctilius Varus	publiusz kvinktíliusz várusz
Publius Servilius Casca Longus	publiusz szervíliusz kászká longusz
Pucaritambo	pukáritámbó
Puerto	puer-tó
Pugacsov	puga-csov
Puja	puya
Pujol	puzsól
Pula	púla
Pulitzer	pulitcer
Punch	páncs
Punjabi	pundzsábi
Punt	pun-t
Punta Umbria	puntá ámbríjá
Pupin	pápen
Purdue	pördű
Purdy	pördi
Puric	púrik
Purusának	puruszának
Purvis	párvisz
Puteoli	puteóli
Püthagorasz	pütágórász
Püthia	pűtija
Python	pájton
Qarqar	kargar
QQ	kúkú
Quaestor	kvesztor
Quai	kváj
Qualactin	kvalaktin
Quantico	kvántikó
Quanticó	kvántikó
Quanticóban	kvántikóban
Quantis Alpha	kvantisz alfa
Quantum Chronodynamics	kvantum krono-dájnömiksz
Quebecbe	kübekbe
Quebecben	kübekben
Quebecből	kübekből
Quebecet	kübeket
Quebeck	kübek
Queens	qvínsz
Quenelux Saxaquinje	kveneluksz szákszákvinje
Quentulus Quazarg	kventulusz kvazár
Quercia	kvercija
Querlonde	kverlón
Quesnay	kesznai
Questor	kvesztor
Questura	kvesztúrá
Questurá	kvesztúrá
Quijote	kihóte
Quijotét	kihótét
Quinan	kvinán
Quintilius Varus	kvintílijusz várusz
Quintus Curtius Rufus	kvintusz kurc-i-usz rúfusz
Quintus Dellius	kvintusz delliusz
Quirinalis	kvirinálisz
Quirinius	kvirínijusz
Quirinus	kvirinusz
Quirites	kviritesz
Quordepleen	kvordeplín
Raab	ráb
Rabaul	röbáöl
Rabutin	rabutyin
Raccordo	rákkordó
Raccordó	rákkordó
Rachel Whetstone	réjcsöl vetsztón
Ráchelként	ráhelként
Rácországot	rátcországot
Radetzky	rádetzki
Radio	réjdiő
Radomba	rádomba
Radu Serban	radu szerbán
Raeder	réder
Raetia	ráecijá
Raffaello	ráffáelló
Rahm	rám
Raiffeisen	rájfájzen
Raimondo Montecuccoli	rájmondó montekukkoli
Rajagrha	rádzságrá
Rakhine	rákín
Ralph	rálf
Ralph Alpher	rálf álfer
Raman Sundrum	rámán szundrum
Ramanujan	rámá-nuján
Rambo	rambó
Rambouillett	rambuje
Ramcharger	rámcsárdzser
Ramillies	rámilijé
Ramond	rémond
Ramsden	rámszden
Ramsgate	rámszgéjt
Rand	ránd
Randall	rendel
Randolph	rendolf
Randytől	renditől
Rangunban	rángúnban
Rapala	rápálá
Rapalát	rápálát
Raritan	ráritán
Rars 	rársz
Rasch	rásh
Rashad Robinson	ráshár robinzon
Rasíd	rásíd
Raspail	rászpáj
Rassay	rassaji
Rassenforschung	rásszenforsung
Rathenau	ráte-nau
Ratio Educationis	ráció edukációnisz
Raui Alfa	rauji alfa
Rauscher	ros-er
Ravaillac	rávejják
Raylight	réjlájt
Raymon	rájmon
Raymond Poincaré	rájmond poánkáré
RBS	árbíesz
Reader Bullard	rídör bulárd
Readingben	rídingben
Reagan	régen
Real Jesus Please Stand Up	ríl dzsízösz plíz sztend ápp
Reapereket	rípereket
Reba	re-ba
Recep Tayyip	retcep tádzsip
Recode	rikód
Recoleta	rekolétá
Record	rekórd
Redarator	redárátor
Reduction Company	ridáksön kámpöni
Reeboks	ríboksz
Rees	ríz
Réforme	réform
Regensburg	régensz-burg
Regensburgban	régensz-burgban
Régenshercegnek	régens-hercegnek
Régime	rézsím
Regina	reg-ina
Regino Évkönyve	redzsinó évkönyve
Regulus	regulusz
Rehabilitation	rehabilitéjsön
Reich	rejh
Reichenau	rejhenau
Reichnak	rejhnek
Reichsbanktól	rejsz-bánktól
Reichsrat	rejsz-rát
Reichstag	rejsz-tág
Reichswehr	rejsz-ver
Reichswehrről Wehrmachtra	rejszverről ver-máktra
Reichswer	rejsz-ver
Reichswert	rejszvert
Reid	réjd
Reikerben	rejkörben
Reims	rejmsz
Reinhard Heydrich	rejn-hárt hájdrikh
Reisgau	rájzgau
Rekkared	rekkáred
Relations	riléjsönz
Religion	rilidzsön
Remington	reming-ton
Remus	rémusz
Renata Kallosh	renátá kálosh
Reniger	reny-ijé
renovatio imperii	renovácijó imperí
Republic	ripáblik
Requiem	rekvijem
Rerum	rérum
Research	ríszörcs
Research Agency	ríszörcs édzsönszi
Research Establishment	riszörcs isztáblishment
Résistance	rézisz-tansz
Resolutióban	rezolúcióban
Resolution	rezolúsön
Rethel	rétel
Retro	retró
Reusable Lunch	rijúzöböl láncs
Reuter	rójter
Reuters Next	rajtersz nekszt
Révay	rávai
Revievv	rivjú
Review	rivjú
Rewiev	rivjú
Rex Anglorum	reksz anglórum
rex francorum	reksz fránkórum
Rex Italiae	reksz itálije
Reynaud	réjnó
Reynolds	réjnoldsz
Reza	re-za
RF	eref
RH	erhá
Rheem	rím
Rhiis Bhuurosh	rísz brúros
Rhodésia	rodézia
Rhodesiát	rodéziát
Rhodiosz	rodijosz
Rhodosz	rodosz
Rhone	rón
Rhoxané	rokszáné
Ribat	ribát
Ribbentrophoz	ribben-tropphoz
Ribonu-Clegg	ribonu-klegg
Rica	ríka
Ricardo Klement	rikárdó kle-ment
Riccardo Klement	rikárdó kle-ment
Ricci	riccsi
Rice	rájsz
Richard	ricsárd
Richárd	ricsárd
Richard Acland	ricsárd eklend
Richard Bentley	ricsárd bentli
Richard Blumenthallal	ricsárd blúmentállal
Richard Chancellor	ricsárd csenszölor
Richard Dawkins	ricsárd dókinsz
Richard Feynman	ricsárd fejnman
Richard Klement	ricsárd kle-ment
Richard Pickman	ricsárd pikmen
Richard Upton Pickman	ricsárd ápton pikmen
Richard Wagner	rihárd vágner
Richardot	ricsárdot
Richelieu	riselijő
Richer	ri-cser
Richmond	ricsmond
Richter	richter
Rickmansworthban	rikmesz-vörszben
Rico	ríkó
Riedel	rídel
Riehmond	ricsmond
Ríley Andersen	rájli enderszen
Rinaldo	rináldó
Rinaldó	rináldó
Rinso	rinzó
Rintelen	rintelen
Rio de Janeiró	rijó de zsánejró
Ritter	rit-ter
Ritz-Carltonban	ritc kárltonban
Rivera	rivéra
Rizgar	rizgár
Robart	robárt
Robert	robert
Robert Clive	robert klív
